,Date,Link,Title,Subtitle,Authors
3470,"Tuesday, 21 June, 2022",https://www.ft.com/content/560aaa64-a232-4159-9a1f-b9af7e8b239e,Glencore admits bribery after UK corruption probe,Serious Fraud Office weighs prosecutions of individuals following guilty pleas to offences in Africa,['Kate Beioley']
3472,"Tuesday, 21 June, 2022",https://www.ft.com/content/91f0cc78-d267-4853-a8c5-1705d7590487,Terraform: crypto collapses lessen pressure on banks and regulators,"For traditional finance, the sector’s woes could not have come in a handier form",[]
3473,"Tuesday, 21 June, 2022",https://www.ft.com/content/c540438a-2b53-4104-b159-3a065d118d19,The danger of a US fossil fuel export ban,"Plus, a look at China’s national emissions trading scheme one year on","['Justin Jacobs', 'Amanda Chu', 'Derek Brower', 'Myles McCormick']"
3474,"Tuesday, 21 June, 2022",https://www.ft.com/content/19c27ae1-ae72-4668-b3a9-162adc27dffc,Staff at crypto operator Terraform Labs hit with flight ban,South Korean prosecutors take action as they investigate company behind $40bn luna wipeout,"['Song Jung-a', 'Scott Chipolina']"
3475,"Tuesday, 21 June, 2022",https://www.ft.com/content/15df2bce-559e-456d-8dec-1722a88fd9f1,Money Clinic podcast: Making sense of the market meltdown,FT experts Katie Martin and Robert Armstrong consider the way ahead for new investors,['Claer Barrett']
3476,"Tuesday, 21 June, 2022",https://www.ft.com/content/b3d4c697-4c7b-4a06-ac25-112b64e5f553,UK payment regulator to probe post-Brexit card charges,Watchdog says Visa and Mastercard have increased cross-border transaction fees fivefold,"['Mark Wembridge', 'Owen Walker']"
3477,"Tuesday, 21 June, 2022",https://www.ft.com/content/387accfa-03ec-4103-9623-98ad174abb38,Glencore and BHP say methane from ‘gassy’ open-cut coal mines cannot be captured,Satellite imagery suggests emissions may exceed what mining companies have been reporting,['James Fernyhough']
3478,"Tuesday, 21 June, 2022",https://www.ft.com/content/d1a7ecf0-7f10-4faa-94cf-8a6a8cf3feb7,Global steelmakers face $518bn in stranded asset risk,"Construction of blast furnaces despite carbon pledges jeopardises investments, report finds",['Sylvia Pfeifer']
3479,"Tuesday, 21 June, 2022",https://www.ft.com/content/5771d89f-a9e7-48b0-8eea-39d526d41df5,"Live news updates from June 21: Kellogg to split in three, Russia warns Lithuania of backlash over Kaliningrad rail blockade","Construction of blast furnaces despite carbon pledges jeopardises investments, report finds",[]
3480,"Tuesday, 21 June, 2022",https://www.ft.com/content/2f5bd7df-35aa-4df6-b3d1-b37d4af1bff1,Has the credit sell-off overshot?,Investors just want out of corporate bonds,['Robert Armstrong']
3481,"Tuesday, 21 June, 2022",https://www.ft.com/content/cba3e4b0-620d-4ec2-b2aa-bad4272570aa,Jeff Bezos vs the bridge,China raises more than double the US total in IPOs,[]
3482,"Tuesday, 21 June, 2022",https://www.ft.com/content/fb93bdbe-957f-4e50-97f5-840d800ddbeb,Making sense of the meltdown in markets,The past few weeks have been a real test of investors’ mettle,[]
3483,"Tuesday, 21 June, 2022",https://www.ft.com/content/61432e87-9e74-4d28-9a45-6310070ad4eb,Brazil’s Nubank plots consolidation in Latin America’s booming fintech sector,Chief executive says digital lender is on the hunt for bargain acquisitions,"['Michael Stott', 'Michael Pooler']"
3484,"Tuesday, 21 June, 2022",https://www.ft.com/content/c515e391-848c-4b6a-8694-90b231687e76,ProShares set to launch first short bitcoin ETF in the US,Move comes as price of the cryptocurrency has tumbled nearly 70% from November highs,['Steve Johnson']
3485,"Tuesday, 21 June, 2022",https://www.ft.com/content/7cfb85d3-c77a-496f-9934-450f2314d311,Can the ECB prevent a second euro crisis?,The central bank has moved quickly on bond market ‘fragmentation’ but its actions will be tested by investors,['Eric Lonergan']
3487,"Tuesday, 21 June, 2022",https://www.ft.com/content/1d3f4e0a-9130-4197-a630-06b1bb52ff51,Losing money is par for the course with experienced investors,"The very richest usually cope with substantial losses, but it can be a different story for those who made their millions quickly",['Rhymer Rigby']
3488,"Monday, 20 June, 2022",https://www.ft.com/content/5ab6f3e4-b2e6-4204-8460-76a5f0188cf7,Activist shareholder Nelson Peltz in tussle with insurgent investors,Group of asset managers demands changes on board of Trian Investors 1 fund to ‘restore trust’,"['Harriet Agnew', 'Joshua Oliver']"
3489,"Monday, 20 June, 2022",https://www.ft.com/content/a8b179e2-b565-42b6-bb41-90aea44536e1,EU warns against fossil fuel ‘backsliding’ as coal replaces Russian gas,Ursula von der Leyen says focus should remain on investment in renewables as countries try to avert energy crisis,"['Sam Fleming', 'David Sheppard']"
3490,"Monday, 20 June, 2022",https://www.ft.com/content/fdbbc613-3ae9-4fd6-b3d7-cc68ee52ae16,Lagarde defends ECB plan to counter bond market panic,Central bank president tells MEPs she is determined to prevent ‘fragmentation’ between eurozone nations,['Martin Arnold']
3492,"Monday, 20 June, 2022",https://www.ft.com/content/c4259ef1-285b-4ba6-9f0f-43e3f5a167c4,EY break-up plan could pay partners up to $8mn each in shares,Big Four firm hopes to sell 15% of consulting business in $10bn public listing,"['Kate Beioley', 'Gill Plimmer', 'Michael O’Dwyer']"
3493,"Monday, 20 June, 2022",https://www.ft.com/content/9b90b54d-102b-4d13-8142-22f81618dab5,US oil refiners: flight from oil investment has raised pump prices,Difference between cost of crude and the traded price of petrol has greatly increased,[]
3495,"Monday, 20 June, 2022",https://www.ft.com/content/4b0c07b2-72ce-4921-a900-9e32ec089e36,European shares rise after heavy weekly decline for global stocks,UK gilts under pressure as BoE policymaker says central bank should consider faster rate rises,['Naomi Rovnick']
3496,"Monday, 20 June, 2022",https://www.ft.com/content/a449b288-3f49-43d1-bb2a-5a5b30c20176,The promising future of NFTs remains in a state of flux,Non-fungible tokens may be disrupting art and gaming but a real revolution requires proper legal and regulatory debate,['Marina Niforos']
3497,"Monday, 20 June, 2022",https://www.ft.com/content/5b1b2b79-a40b-4a0e-bb88-e104bc14c272,Iron ore price surrenders gains for the year as Chinese demand cools,Steelmaking commodity hit by investors’ concerns over construction output in key market,['Neil Hume']
3498,"Monday, 20 June, 2022",https://www.ft.com/content/d2e206d4-c345-4677-861f-d863b58ec800,Bank of England official warns of higher inflation if UK rate rises lag US,External MPC member Catherine Mann says dovish approach would put pressure on sterling,['Chris Giles']
3499,"Monday, 20 June, 2022",https://www.ft.com/content/d6da0fe1-237b-4a4b-8931-df931eabb6a4,"Euromoney: data is the lure for acquirers, not derring-do","It is an attractive deal for the private equity firms making the approach, with the company well placed for recovery",[]
3501,"Monday, 20 June, 2022",https://www.ft.com/content/3f4d21a9-b3cf-49c4-84bd-b364b4f96852,ECB/EU bonds: big bazooka needed to stop spreads blowing up,The next step in the European monetary and political experiment has to be more radical than the last,[]
3502,"Monday, 20 June, 2022",https://www.ft.com/content/2650bfd0-4a87-4deb-bf23-33bc80ee8e51,The British should stop being so relaxed about the weak pound,"Devaluation carries a cost, one which has potentially increased over time",['Nicholas Macpherson']
3503,"Monday, 20 June, 2022",https://www.ft.com/content/85361539-2421-42e1-8194-7846f71b163a,"No, Russia won’t replace Swift with the blockchain","Because don’t be daft, honestly.",['Bryce Elder']
3504,"Monday, 20 June, 2022",https://www.ft.com/content/59f09347-405b-4222-a1e5-e4ec21fed378,"Tariq Fancy on Stuart Kirk, the Republicans and what’s next for ESG","Plus, green Spacs: where are they now?","['Gillian Tett', 'Patrick Temple-West', 'Simon Mundy', 'Andrew Edgecliffe-Johnson']"
3505,"Monday, 20 June, 2022",https://www.ft.com/content/e3ccc1ef-62c2-4d96-b463-06ab8f9f9574,"Celsius warns it will ‘take time’ to stabilise as bitcoin hovers near $20,000",Crypto lender says it has an ‘open dialogue’ with regulators after suspending withdrawals,['Hudson Lockett']
3506,"Monday, 20 June, 2022",https://www.ft.com/content/6ee697a5-fe5c-473c-9b0c-9b68dd200288,"Africa needs $25bn a year of investment to boost energy provision, says IEA chief","Focus on renewables and natural gas would charge up continent’s economic development, says Fatih Birol",['Tom Wilson']
3507,"Monday, 20 June, 2022",https://www.ft.com/content/f4a1bed4-129c-4481-a5e1-24acef5e1f24,Bear market to the rescue,"The Fed is in a tough spot, but falling risk asset prices should help",['Robert Armstrong']
3508,"Monday, 20 June, 2022",https://www.ft.com/content/c58c9d3f-c2d2-45de-8899-9eb4afb18cdd,Larry Fink and the financial industry’s new emperors,"Plus, SuperReturn in Berlin, Japanese bond buying and Tracey Emin at Jupiter Artland",['Harriet Agnew']
3509,"Monday, 20 June, 2022",https://www.ft.com/content/66ac82f4-a6a2-401d-bfe5-e054b28a1756,"Live news updates from June 20: UK rail strikes to go ahead, Russia threatens retaliation against Lithuania following rail ‘blockade’","Plus, SuperReturn in Berlin, Japanese bond buying and Tracey Emin at Jupiter Artland",[]
3510,"Monday, 20 June, 2022",https://www.ft.com/content/338eeb91-c5c3-44a9-852d-48b25271571b,Tim Sweeney on Epic's metaverse,Passively managed index funds have overtaken actively managed funds in the US,[]
3511,"Monday, 20 June, 2022",https://www.ft.com/content/77665e8d-e3bb-4fc7-8547-b368c8b90f47,Central banks and markets share a secular awakening,There is no hiding from the long-term transition to more challenging financial conditions,['Mohamed El-Erian']
3512,"Monday, 20 June, 2022",https://www.ft.com/content/68b48e96-ed0d-4620-8f89-4f3f5bb0c937,Why China is not rising as a financial superpower,Beijing must find the confidence to lift capital controls and make the renminbi fully convertible,['Ruchir Sharma']
3513,"Monday, 20 June, 2022",https://www.ft.com/content/e1379996-223d-463a-9c96-b660776d9207,"Europe does not face fresh sovereign debt crisis, says eurogroup chief",Paschal Donohoe insists bloc’s economies are in ‘completely different’ shape from a decade ago,['Sam Fleming']
3514,"Monday, 20 June, 2022",https://www.ft.com/content/94bc944a-96a8-4f74-9954-2c43a0e559dc,ETF strategies for food insecurity offer divergent approaches,Investing in commodities futures contrasts sharply with newer future of food funds,['Emma Boyde']
3516,"Monday, 20 June, 2022",https://www.ft.com/content/752f69f2-393e-4f32-ad15-798b9a6e8b0a,China IPO fundraising doubles US total to top global ranks,Government officials camped out at Shanghai bourse to ensure steady flow of listings during lockdown,"['Hudson Lockett', 'Cheng Leng']"
3517,"Monday, 20 June, 2022",https://www.ft.com/reports/etfs-asset-management,FTfm: ETFs and Asset Management,"Traditional asset management groups are racing to expand their offerings in alternative investments, to boost profitability and head off competition from private equity giants. Direct indexing products are rising in popularity. Meanwhile, China’s population provides a huge potential market for western asset managers",[]
3518,"Monday, 20 June, 2022",https://www.ft.com/content/ef817a40-7415-45c8-9692-51568b4f8025,Public versus private: Do ownership structures matter?,Managers remain sharply divided on the benefits of remaining private versus the support for growth from listing,['Adrienne Klasa']
3519,"Monday, 20 June, 2022",https://www.ft.com/content/f1367ab4-ac6f-486d-8bd2-e7659448055d,Authorities push firms to clean up their greenwashing and net zero claims,Financial regulators clamp down on companies misleading investors by overstating the greenness of their funds,['Chris Flood']
3521,"Monday, 20 June, 2022",https://www.ft.com/content/f2be7a22-2396-4731-8ab8-f552ec5ab59a,ETF and active fund managers: what is stopping them from investing in crypto?,Sharp price movements and high-profile blow-ups have underscored concerns that the crypto market is too volatile for major players to invest in,['Joshua Oliver']
3522,"Monday, 20 June, 2022",https://www.ft.com/content/075c01d3-e3e0-4f24-a189-4ade131aff16,Technology providers push direct indexing into the mainstream,Asset managers are acquiring fintech partners to capitalise on the surge in client interest in tax reductions and customised portfolios,['Madison Darbyshire']
3524,"Monday, 20 June, 2022",https://www.ft.com/content/b1d8ae4d-30c6-4172-ba4d-729e3bf08bac,Traditional firms race to expand private investment alternatives,Mainstream asset managers are competing with private equity groups for a bigger slice of the growing private asset market,['Harriet Agnew']
3525,"Sunday, 19 June, 2022",https://www.ft.com/content/d6ea8502-f17b-435a-9081-7ed8cc4a83a5,UK outlines plans to tighten ‘buy now pay later’ rules,Under new proposals providers will be required to carry out checks on consumers and have FCA approval,['Siddharth Venkataramakrishnan']
3526,"Sunday, 19 June, 2022",https://www.ft.com/content/59cad679-6c6f-42ec-840b-4e5387e9f1f9,Energy providers hit out at regulator’s plans to protect UK consumers,Centrica and Octopus demand ‘more rigorous’ reforms after Ofgem proposals to crack down on overpayment of direct debits,"['Nathalie Thomas', 'Gill Plimmer']"
3527,"Sunday, 19 June, 2022",https://www.ft.com/content/0d5062a5-65c5-400a-98f4-f77492a47b75,Crypto industry braced for fallout after weekend meltdown,"Bitcoin fell as low as $17,628 under pressure from central bank rate rises","['Scott Chipolina', 'Joshua Oliver']"
3528,"Sunday, 19 June, 2022",https://www.ft.com/content/c7608e79-16b2-41cb-9ce6-aadd409e0c17,Talent war in the funds industry is driving a ‘great negotiation’,"Employees have more options and fund firms are having to work to keep staff, says JPMorgan Asset Management chief George Gatch",['Harriet Agnew']
3530,"Sunday, 19 June, 2022",https://www.ft.com/content/d2d4b1ca-ba63-444f-ac7d-6f460f73a7f9,Dutch asset manager seeks to sell home loans to wary UK pension funds,"DMFCO in talks to secure regulatory approval, but UK pension schemes are wary after 2008 crisis",['Josephine Cumbo']
3531,"Sunday, 19 June, 2022",https://www.ft.com/content/d6388b32-757b-4484-95ff-720b4b2319f3,Ukraine war hits global timber trade and adds to risks for forests,Fears rise that illegal logging will meet demand as protections are loosened and sanctions curb Russian exports,['Madeleine Speed']
3532,"Sunday, 19 June, 2022",https://www.ft.com/content/f662a412-9ebc-473a-baca-22de5ff622e2,Germany fires up coal plants to avert gas shortage as Russia cuts supply,"Emergency move is ‘bitter but essential’ to ease threat of energy shortage, economic minister Robert Habeck says","['Olaf Storbeck', 'David Sheppard']"
